"mother_age_group","partner_age_group","p","p_lower","p_higher","se","n","uf"
"50-59","30-39",0.0112431065677197,-0.010531169013762,0.0330173821492013,0.0111095284164578,133,"27"
"40-49","30-39",0.092371399678205,0.0490899272831486,0.135652872073261,0.0220827896514707,194,"27"
"30-39","30-39",0.593304726608832,0.517206272817606,0.669403180400059,0.0388264551754426,211,"27"
"60-69","30-39",0.0216085130667344,-0.0209192019527193,0.064136228086188,0.021698212495182,79,"27"
"20-29","30-39",0.447384939837173,0.363921656522651,0.530848223151695,0.042584090306184,146,"27"
"70+","30-39",0,0,0,0,48,"27"
"10-19","30-39",0,0,0,0,19,"27"
"50-59","40-49",0.145395882985668,0.0775164156265888,0.213275350344747,0.03463301769548,133,"27"
"40-49","40-49",0.524883591395473,0.443220800720766,0.606546382070181,0.0416654547322568,194,"27"
"30-39","40-49",0.258449833999258,0.195346034139989,0.321553633858528,0.0321964078712794,211,"27"
"60-69","40-49",0,0,0,0,79,"27"
"20-29","40-49",0.0417575129240662,0.00744789037205099,0.0760671354760815,0.0175052311280438,146,"27"
"70+","40-49",0.034401030953402,-0.0319732983949899,0.100775360301794,0.0338650760278986,48,"27"
"10-19","40-49",0,0,0,0,19,"27"
"50-59","20-29",0,0,0,0,133,"27"
"40-49","20-29",0.00918526255960915,-0.00143615986511844,0.0198066849843367,0.00541919265277731,194,"27"
"30-39","20-29",0.10038819983544,0.0491640078435214,0.151612391827358,0.0261352720743687,211,"27"
"60-69","20-29",0,0,0,0,79,"27"
"20-29","20-29",0.495780612433344,0.412732105751698,0.57882911911499,0.0423724656864728,146,"27"
"70+","20-29",0,0,0,0,48,"27"
"10-19","20-29",0.60167529545032,0.347032105771097,0.856318485129542,0.129922382088557,19,"27"
"50-59","70+",0.0504171992585908,0.00474359910070005,0.0960907994164816,0.0233032854267519,133,"27"
"40-49","70+",0.00511205579924203,-0.00490475548727093,0.015128867085755,0.00511071191385367,194,"27"
"30-39","70+",0.0201993481910022,-0.0023309033694159,0.0427295997514203,0.011495237534023,211,"27"
"60-69","70+",0.42732551415568,0.300467310169997,0.554183718141363,0.0647247627947883,79,"27"
"20-29","70+",0,0,0,0,146,"27"
"70+","70+",0.815848987114001,0.70182527823601,0.929872695991992,0.0581764306780101,48,"27"
"10-19","70+",0,0,0,0,19,"27"
"50-59","10-19",0,0,0,0,133,"27"
"40-49","10-19",0,0,0,0,194,"27"
"30-39","10-19",0,0,0,0,211,"27"
"60-69","10-19",0,0,0,0,79,"27"
"20-29","10-19",0.00522607711783796,-0.00503486365436286,0.0154870178900388,0.00523527006268371,146,"27"
"70+","10-19",0,0,0,0,48,"27"
"10-19","10-19",0.39832470454968,0.143681514870458,0.652967894228903,0.129922382088557,19,"27"
"50-59","60-69",0.220048992304386,0.133024222531184,0.307073762077587,0.0444012086240574,100,"28"
"40-49","60-69",0.0321042355366778,0.00308686370894892,0.0611216073644067,0.0148050535910936,174,"28"
"30-39","60-69",0.0301572128814122,-0.0127346483046728,0.0730490740674972,0.0218840047696848,159,"28"
"60-69","60-69",0.497900981442016,0.339002734428706,0.656799228455325,0.0810720239079281,51,"28"
"20-29","60-69",0.00707790510661645,-0.00660490304457246,0.0207607132578054,0.00698115284725493,105,"28"
"70+","60-69",0.10240347119258,-0.0162648409563706,0.221071783341531,0.06054616976893,35,"28"
"10-19","60-69",0,0,0,0,14,"28"
"50-59","50-59",0.499199489539646,0.387775111070566,0.610623868008726,0.0568502173243903,100,"28"
"40-49","50-59",0.330721488943344,0.245966139172719,0.415476838713969,0.0432433199993288,174,"28"
"30-39","50-59",0.0374899942632438,0.00889227967750735,0.0660877088489802,0.0145909388189332,159,"28"
"60-69","50-59",0.188667020518001,0.0628808980344291,0.314453143001572,0.064177772385491,51,"28"
"20-29","50-59",0,0,0,0,105,"28"
"70+","50-59",0.0192288636273242,-0.0179367371167586,0.056394464371407,0.01896238963432,35,"28"
"10-19","50-59",0,0,0,0,14,"28"
"50-59","30-39",0.0153784499929416,-0.0067451449955596,0.0375020449814427,0.0112877558786841,100,"28"
"40-49","30-39",0.125163559284324,0.0687293183447592,0.181597800223889,0.0287935091586943,174,"28"
"30-39","30-39",0.51393203268783,0.427897127819417,0.599966937556244,0.043896166229097,159,"28"
"60-69","30-39",0.0243660172301512,-0.0233972686915427,0.0721293031518452,0.0243694712241881,51,"28"
"20-29","30-39",0.505963008156883,0.400711223158024,0.611214793155742,0.0537008770717581,105,"28"
"70+","30-39",0.024943309750995,-0.0240263952397542,0.0739130147417441,0.0249850024679106,35,"28"
"10-19","30-39",0.0389313838017865,-0.0412385139567098,0.119101281560283,0.0409037606766585,14,"28"
"50-59","40-49",0.164787283702667,0.0737635870648853,0.255810980340449,0.0464415149236237,100,"28"
"40-49","40-49",0.482276332906278,0.402772593417506,0.56178007239505,0.0405638777630034,174,"28"
"30-39","40-49",0.315665410787123,0.232668441421073,0.398662380153172,0.0423461706545218,159,"28"
"60-69","40-49",0.0205227915334969,-0.0197161322461326,0.0607617153131264,0.0205304404045325,51,"28"
"20-29","40-49",0.0484913659914981,0.00552317089963215,0.0914595610833641,0.0219229513556339,105,"28"
"70+","40-49",0,0,0,0,35,"28"
"10-19","40-49",0,0,0,0,14,"28"
"50-59","20-29",0.0108189273767715,-0.0103310149866872,0.0319688697402302,0.0107909852070175,100,"28"
"40-49","20-29",0.0178569178545935,-0.00372586618820657,0.0394397018973935,0.0110118268565353,174,"28"
"30-39","20-29",0.0888675282510809,0.0382698569113137,0.139465199590848,0.0258156128066002,159,"28"
"60-69","20-29",0,0,0,0,51,"28"
"20-29","20-29",0.438467720745002,0.334747046824119,0.542188394665884,0.0529196835957282,105,"28"
"70+","20-29",0,0,0,0,35,"28"
"10-19","20-29",0.767178109532663,0.501198141437876,1.03315807762745,0.13570655899435,14,"28"
"50-59","70+",0.0897668570835883,0.0263596297457593,0.153174084421417,0.0323512206540411,100,"28"
"40-49","70+",0.0118774654747823,-0.00455490529148716,0.0283098362410517,0.00838401669412594,174,"28"
"30-39","70+",0,0,0,0,159,"28"
"60-69","70+",0.268543189276336,0.130293629392939,0.406792749159733,0.0705367858664201,51,"28"
"20-29","70+",0,0,0,0,105,"28"
"70+","70+",0.853424355429101,0.723766529829143,0.983082181029058,0.0661531674166883,35,"28"
"10-19","70+",0,0,0,0,14,"28"
"50-59","10-19",0,0,0,0,100,"28"
"40-49","10-19",0,0,0,0,174,"28"
"30-39","10-19",0.0138878211293101,-0.0126571008383758,0.040432743096996,0.0135435764009282,159,"28"
"60-69","10-19",0,0,0,0,51,"28"
"20-29","10-19",0,0,0,0,105,"28"
"70+","10-19",0,0,0,0,35,"28"
"10-19","10-19",0.193890506665551,-0.0565903452031479,0.44437135853425,0.127798701325361,14,"28"
"50-59","60-69",0.333957314270576,0.24329826034692,0.424616368194233,0.0462554693039076,165,"29"
"40-49","60-69",0.0479010709515614,0.0157972291399931,0.0800049127631296,0.0163798121112425,217,"29"
"30-39","60-69",0,0,0,0,203,"29"
"60-69","60-69",0.4724442874844,0.330372437783532,0.614516137185268,0.0724869695675597,86,"29"
"20-29","60-69",0,0,0,0,120,"29"
"70+","60-69",0.164002118106104,0.0323833370064832,0.295620899205724,0.0671536733010467,44,"29"
"10-19","60-69",0,0,0,0,14,"29"
"50-59","50-59",0.490794564459664,0.39054062011817,0.591048508801157,0.0511509115128053,165,"29"
"40-49","50-59",0.329974841852799,0.243581964317478,0.41636771938812,0.0440788087009645,217,"29"
"30-39","50-59",0.065576677141802,0.0198949426252195,0.111258411658384,0.0233074356860198,203,"29"
"60-69","50-59",0.0838800848001058,0.026243349256366,0.141516820343846,0.0294070380876236,86,"29"
"20-29","50-59",0.0177726717480563,-0.00762611687888871,0.0431714603750013,0.0129588037470522,120,"29"
"70+","50-59",0,0,0,0,44,"29"
"10-19","50-59",0,0,0,0,14,"29"
"50-59","30-39",0.045330384232607,0.00142618485188858,0.0892345836133255,0.0224005133395456,165,"29"
"40-49","30-39",0.15674795160853,0.0972403233453074,0.216255579871753,0.0303615927295661,217,"29"
"30-39","30-39",0.641317320593349,0.552861787936745,0.729772853249953,0.0451312031008378,203,"29"
"60-69","30-39",0,0,0,0,86,"29"
"20-29","30-39",0.393194265450407,0.288292816873117,0.498095714027696,0.0535221307150225,120,"29"
"70+","30-39",0,0,0,0,44,"29"
"10-19","30-39",0.1187387513995,-0.100675977482302,0.338153480281302,0.11194834732297,14,"29"
"50-59","40-49",0.0996722958079362,0.0492874080162091,0.150057183599663,0.0257070477769779,165,"29"
"40-49","40-49",0.439765984172423,0.358534440040389,0.520997528304458,0.0414454269429328,217,"29"
"30-39","40-49",0.254095721323157,0.18077153319225,0.327419909454065,0.0374109875024638,203,"29"
"60-69","40-49",0.00297885683258795,-0.00147543657164491,0.0074331502368208,0.00227264043593033,86,"29"
"20-29","40-49",0.10675367298516,0.0363055885626637,0.177201757407657,0.0359435606869218,120,"29"
"70+","40-49",0.0246961142519151,-0.0237227022834339,0.0731149307872641,0.024703931764701,44,"29"
"10-19","40-49",0,0,0,0,14,"29"
"50-59","20-29",0,0,0,0,165,"29"
"40-49","20-29",0.0256101514146862,-0.00909351092394688,0.0603138137533193,0.0177062755297399,217,"29"
"30-39","20-29",0.0390102809416916,0.00919736869158038,0.0688231931918027,0.0152109490201206,203,"29"
"60-69","20-29",0,0,0,0,86,"29"
"20-29","20-29",0.482279389816377,0.370471459698408,0.594087319934347,0.0570459105370795,120,"29"
"70+","20-29",0,0,0,0,44,"29"
"10-19","20-29",0.841904817230697,0.614908545630076,1.06890108883132,0.11581655244236,14,"29"
"50-59","70+",0.0260564257650916,0.00115212530890828,0.050960726221275,0.0127065092280396,165,"29"
"40-49","70+",0,0,0,0,217,"29"
"30-39","70+",0,0,0,0,203,"29"
"60-69","70+",0.440696770882906,0.289646000196804,0.591747541569008,0.0770681358828892,86,"29"
"20-29","70+",0,0,0,0,120,"29"
"70+","70+",0.811301767641981,0.671028921768591,0.951574613515372,0.0715690936057218,44,"29"
"10-19","70+",0,0,0,0,14,"29"
"50-59","10-19",0.00418901546412526,-0.00408979795487482,0.0124678288831253,0.00422396201374225,165,"29"
"40-49","10-19",0,0,0,0,217,"29"
"30-39","10-19",0,0,0,0,203,"29"
"60-69","10-19",0,0,0,0,86,"29"
"20-29","10-19",0,0,0,0,120,"29"
"70+","10-19",0,0,0,0,44,"29"
"10-19","10-19",0.0393564313698032,-0.0246032090642496,0.103316071803856,0.032633069249516,14,"29"
"50-59","60-69",0.273348991455742,0.198629057260324,0.34806892565116,0.038123115927027,225,"31"
"40-49","60-69",0.0573289724889843,0.0259506491718422,0.0887072958061265,0.0160096428121386,329,"31"
"30-39","60-69",0.00517937863475384,-0.000760014956257653,0.0111187722257653,0.00303035853610611,284,"31"
"60-69","60-69",0.53498085654695,0.430267498427325,0.639694214666575,0.053426164432403,157,"31"
"20-29","60-69",0,0,0,0,156,"31"
"70+","60-69",0.162410124524736,0.0417048235196988,0.283115425529773,0.0615854688949109,78,"31"
"10-19","60-69",0,0,0,0,8,"31"
"50-59","50-59",0.52041229008514,0.423353246465394,0.617471333704885,0.0495208301710311,225,"31"
"40-49","50-59",0.319182012145868,0.246369900077067,0.391994124214669,0.0371497194046085,329,"31"
"30-39","50-59",0.0427830628576409,0.0113448722405465,0.0742212534747352,0.0160401879142039,284,"31"
"60-69","50-59",0.126640806120723,0.0510960375222401,0.202185574719206,0.038543957539205,157,"31"
"20-29","50-59",0,0,0,0,156,"31"
"70+","50-59",0.0276707695726914,-0.0103324129102159,0.0656739520555987,0.0193897351087426,78,"31"
"10-19","50-59",0,0,0,0,8,"31"
"50-59","30-39",0.0287009390438468,-0.00160445962065721,0.0590063377083509,0.0154622222160964,225,"31"
"40-49","30-39",0.107811024438124,0.0510972726543939,0.164524776221853,0.0289361193527435,329,"31"
"30-39","30-39",0.53908968063981,0.45450051198165,0.62367884929797,0.0431585321594626,284,"31"
"60-69","30-39",0.0420114463610188,-0.0188717086399205,0.102894601361958,0.0310634049815088,157,"31"
"20-29","30-39",0.473422592190368,0.379261272308992,0.567583912071745,0.048042372525265,156,"31"
"70+","30-39",0,0,0,0,78,"31"
"10-19","30-39",0,0,0,0,8,"31"
"50-59","40-49",0.147665905763433,0.0813153895623383,0.214016421964527,0.0338529262396957,225,"31"
"40-49","40-49",0.499487542366028,0.420069094063548,0.578905990668508,0.0405203610520003,329,"31"
"30-39","40-49",0.328647131880624,0.263003572270209,0.39429069149104,0.0334922274736697,284,"31"
"60-69","40-49",0,0,0,0,157,"31"
"20-29","40-49",0.0474127122484205,0.00754155699208069,0.0872838675047602,0.0203427999549167,156,"31"
"70+","40-49",0,0,0,0,78,"31"
"10-19","40-49",0.114014303203283,-0.100884824511684,0.328913430918251,0.109644426841546,8,"31"
"50-59","20-29",0.00179021718959402,-0.000639807559206086,0.00422024193839412,0.00123983132749776,225,"31"
"40-49","20-29",0.00579246362523801,-0.00122961133477127,0.0128145385852473,0.00358275714013038,329,"31"
"30-39","20-29",0.0766570843897222,0.0365738265972584,0.116740342182186,0.020451017523095,284,"31"
"60-69","20-29",0,0,0,0,157,"31"
"20-29","20-29",0.479164695561211,0.385760527340515,0.572568863781907,0.0476560635590532,156,"31"
"70+","20-29",0,0,0,0,78,"31"
"10-19","20-29",0.758990768179373,0.454434144681551,1.0635473916772,0.155388887704125,8,"31"
"50-59","70+",0.0280816564622447,0.00555669848664988,0.0506066144378396,0.0114925366758108,225,"31"
"40-49","70+",0.0103979849357589,-0.00212459157639304,0.0229205614479109,0.00638918705186852,329,"31"
"30-39","70+",0.00764366159744873,-0.00721494355880072,0.0225022667536982,0.00758106030184852,284,"31"
"60-69","70+",0.296366890971308,0.197437383581946,0.39529639836067,0.0504751659569795,157,"31"
"20-29","70+",0,0,0,0,156,"31"
"70+","70+",0.809919105902573,0.68557386696678,0.934264344838366,0.0634426142095532,78,"31"
"10-19","70+",0,0,0,0,8,"31"
"50-59","10-19",0,0,0,0,225,"31"
"40-49","10-19",0,0,0,0,329,"31"
"30-39","10-19",0,0,0,0,284,"31"
"60-69","10-19",0,0,0,0,157,"31"
"20-29","10-19",0,0,0,0,156,"31"
"70+","10-19",0,0,0,0,78,"31"
"10-19","10-19",0.126994928617343,-0.110580839124542,0.364570696359228,0.121214353741116,8,"31"
"50-59","60-69",0.34861055059181,0.261838336848719,0.435382764334901,0.0442723511388675,165,"32"
"40-49","60-69",0.047921613658374,0.0137941281342156,0.0820490991825324,0.0174123023654269,184,"32"
"30-39","60-69",0.00330377491325081,-0.00127819803408931,0.00788574786059092,0.00233778425699764,209,"32"
"60-69","60-69",0.552487033118793,0.42544397189486,0.679530094342727,0.0648190794453536,104,"32"
"20-29","60-69",0,0,0,0,105,"32"
"70+","60-69",0.191896465804386,0.0423434247252427,0.341449506883528,0.0763039740825843,42,"32"
"10-19","60-69",0,0,0,0,10,"32"
"50-59","50-59",0.484459993260216,0.389430883272605,0.579489103247827,0.0484851307152522,165,"32"
"40-49","50-59",0.283044918955521,0.212260841927916,0.353828995983126,0.0361149886354755,184,"32"
"30-39","50-59",0.032724196324847,0.00629682548716219,0.0591515671625318,0.0134836002325249,209,"32"
"60-69","50-59",0.077414993131011,0.0281245964020588,0.126705389859963,0.0251486237082664,104,"32"
"20-29","50-59",0.0449600937576477,-0.00685880468811003,0.0967789922034054,0.0264386993100376,105,"32"
"70+","50-59",0.0366213830118768,-0.0340503488354124,0.107293114859166,0.0360576686126576,42,"32"
"10-19","50-59",0,0,0,0,10,"32"
"50-59","30-39",0.0140739675345993,-0.000179931787634459,0.0283278668568331,0.00727253124785289,165,"32"
"40-49","30-39",0.178826191658374,0.112952749863961,0.244699633452787,0.0336095164574524,184,"32"
"30-39","30-39",0.562800216413071,0.483719802869603,0.64188062995654,0.0403478911690444,209,"32"
"60-69","30-39",0.0268547116386539,-0.0109111084400072,0.0646205317173151,0.0192686296159282,104,"32"
"20-29","30-39",0.414722931816485,0.322471249511506,0.506974614121464,0.0470680497359384,105,"32"
"70+","30-39",0,0,0,0,42,"32"
"10-19","30-39",0,0,0,0,10,"32"
"50-59","40-49",0.102229408614934,0.0458749771726554,0.158583840057213,0.0287527892791886,165,"32"
"40-49","40-49",0.483017861317376,0.403006165069958,0.563029557564794,0.0408230441368007,184,"32"
"30-39","40-49",0.34646966784025,0.263351319711193,0.429588015969306,0.0424080997327929,209,"32"
"60-69","40-49",0.0407888381647643,-0.00333916512325986,0.0849168414527885,0.0225147011047653,104,"32"
"20-29","40-49",0.0718813527551635,0.0136628415941248,0.130099863916202,0.0297038678364801,105,"32"
"70+","40-49",0.0266462139727611,-0.0253306890425131,0.0786231169880353,0.0265193153676605,42,"32"
"10-19","40-49",0,0,0,0,10,"32"
"50-59","20-29",0,0,0,0,165,"32"
"40-49","20-29",0.00478388088875212,-0.00464731283369967,0.0142150746112039,0.00481192195205823,184,"32"
"30-39","20-29",0.0547021445085826,0.0220851372986756,0.0873191517184896,0.016641636003103,209,"32"
"60-69","20-29",0,0,0,0,104,"32"
"20-29","20-29",0.468435621670704,0.367146145024698,0.56972509831671,0.0516792540296477,105,"32"
"70+","20-29",0,0,0,0,42,"32"
"10-19","20-29",0.584196339754934,0.259858041330982,0.908534638178886,0.165481764451945,10,"32"
"50-59","70+",0.0506260799984398,0.0066719799679571,0.0945801800289224,0.0224259733225646,165,"32"
"40-49","70+",0.00240553352160328,-0.002305268562907,0.00711633560611355,0.00240351461642585,184,"32"
"30-39","70+",0,0,0,0,209,"32"
"60-69","70+",0.302454423946777,0.16826454273561,0.436644305157945,0.0684654831770584,104,"32"
"20-29","70+",0,0,0,0,105,"32"
"70+","70+",0.744835937210976,0.583311870039906,0.906360004382047,0.0824117526878819,42,"32"
"10-19","70+",0,0,0,0,10,"32"
"50-59","10-19",0,0,0,0,165,"32"
"40-49","10-19",0,0,0,0,184,"32"
"30-39","10-19",0,0,0,0,209,"32"
"60-69","10-19",0,0,0,0,104,"32"
"20-29","10-19",0,0,0,0,105,"32"
"70+","10-19",0,0,0,0,42,"32"
"10-19","10-19",0.415803660245065,0.0914653618211133,0.740141958669018,0.165481764451945,10,"32"
"50-59","60-69",0.285578355162208,0.223561972108843,0.347594738215574,0.031641593183621,271,"33"
"40-49","60-69",0.0566909119801047,0.0278198027364387,0.0855620212237707,0.0147304284524602,240,"33"
"30-39","60-69",0.00917708559879918,-0.00411605268144173,0.0224702238790401,0.00678233803533917,275,"33"
"60-69","60-69",0.529168521214784,0.448135693715187,0.610201348714381,0.0413440390429486,176,"33"
"20-29","60-69",0,0,0,0,133,"33"
"70+","60-69",0.265102808631546,0.156213600770067,0.373992016493025,0.0555567391647924,73,"33"
"10-19","60-69",0,0,0,0,7,"33"
"50-59","50-59",0.552774491428237,0.487581036662605,0.61796794619387,0.0332625779248343,271,"33"
"40-49","50-59",0.307859588452835,0.242967812603242,0.372751364302428,0.0331086572822006,240,"33"
"30-39","50-59",0.0435273283278396,0.0163111708561792,0.0707434857995,0.0138860497878216,275,"33"
"60-69","50-59",0.17274002463592,0.105877137422263,0.239602911849577,0.0341143448252432,176,"33"
"20-29","50-59",0.0100180701235833,-0.00468287201433175,0.0247190122614983,0.00750061850823493,133,"33"
"70+","50-59",0.020853153837558,-0.0106683528660404,0.0523746605411564,0.0160826969027166,73,"33"
"10-19","50-59",0,0,0,0,7,"33"
"50-59","30-39",0.0285196902653379,0.00837413573646913,0.0486652447942067,0.0102785330178383,271,"33"
"40-49","30-39",0.1175057013981,0.0735022014791916,0.161509201317009,0.0224511778104102,240,"33"
"30-39","30-39",0.582212799002061,0.51795288559297,0.646472712411153,0.0327862725621317,275,"33"
"60-69","30-39",0,0,0,0,176,"33"
"20-29","30-39",0.430816272077188,0.345191747142051,0.516440797012325,0.0436867848646875,133,"33"
"70+","30-39",0,0,0,0,73,"33"
"10-19","30-39",0.209949564441602,-0.0751995976844316,0.495098726567636,0.145486939747492,7,"33"
"50-59","40-49",0.0899814194670284,0.0523529478651275,0.127609891068929,0.0191985525747971,271,"33"
"40-49","40-49",0.50039241642212,0.432085443950505,0.568699388893734,0.0348511365567995,240,"33"
"30-39","40-49",0.329651256709032,0.263449286596595,0.395853226821468,0.0337771360262888,275,"33"
"60-69","40-49",0.0149229455284827,-0.00196411523883568,0.031810006295801,0.00861600565139019,176,"33"
"20-29","40-49",0.0684788189515482,0.0213498818243125,0.115607756078784,0.0240458179328716,133,"33"
"70+","40-49",0,0,0,0,73,"33"
"10-19","40-49",0,0,0,0,7,"33"
"50-59","20-29",0,0,0,0,271,"33"
"40-49","20-29",0.00811045978531432,-0.00314572334753709,0.0193666429181657,0.0057430561079891,240,"33"
"30-39","20-29",0.0333515030875565,0.00828994073441567,0.0584130654406974,0.0127867463641288,275,"33"
"60-69","20-29",0,0,0,0,176,"33"
"20-29","20-29",0.490686838847681,0.39820905391428,0.583164623781082,0.0471834103396053,133,"33"
"70+","20-29",0,0,0,0,73,"33"
"10-19","20-29",0.735630562558304,0.425060492708339,1.04620063240827,0.158457028955482,7,"33"
"50-59","70+",0.0431460436771869,0.0185138430016322,0.0677782443527417,0.0125676802583366,271,"33"
"40-49","70+",0.00944092196152589,-0.00180385510103086,0.0206856990240826,0.00573723657743413,240,"33"
"30-39","70+",0.00208002727471119,-0.00199667274332951,0.00615672729275189,0.00207998720904934,275,"33"
"60-69","70+",0.283168508620813,0.215306391792882,0.351030625448745,0.0346241652210036,176,"33"
"20-29","70+",0,0,0,0,133,"33"
"70+","70+",0.714044037530897,0.603203772911429,0.824884302150364,0.056552194577942,73,"33"
"10-19","70+",0,0,0,0,7,"33"
"50-59","10-19",0,0,0,0,271,"33"
"40-49","10-19",0,0,0,0,240,"33"
"30-39","10-19",0,0,0,0,275,"33"
"60-69","10-19",0,0,0,0,176,"33"
"20-29","10-19",0,0,0,0,133,"33"
"70+","10-19",0,0,0,0,73,"33"
"10-19","10-19",0.0544198730000937,-0.0566213516358917,0.165461097636079,0.0566547270826732,7,"33"
"50-59","60-69",0.253764031342643,0.202370615823126,0.305157446862161,0.0262216121953781,301,"35"
"40-49","60-69",0.0428973737377221,0.0125428031408293,0.0732519443346149,0.0154873103977041,362,"35"
"30-39","60-69",0.0022130589544191,-0.000997018701875626,0.00542313661071383,0.00163782481801472,455,"35"
"60-69","60-69",0.534699789664965,0.446183341463628,0.623216237866303,0.0451622830314966,208,"35"
"20-29","60-69",0,0,0,0,200,"35"
"70+","60-69",0.0539987100377848,0.0154754747491941,0.0925219453263755,0.0196550730485137,108,"35"
"10-19","60-69",0,0,0,0,11,"35"
"50-59","50-59",0.591968634167268,0.527317966017107,0.65661930231743,0.0329856408893826,301,"35"
"40-49","50-59",0.289490616551445,0.22807165391701,0.35090957918588,0.0313367812464412,362,"35"
"30-39","50-59",0.0501619936839841,0.0257333519959879,0.0745906353719803,0.0124638217236062,455,"35"
"60-69","50-59",0.162258643188123,0.0995017079865404,0.225015578389706,0.032019432855196,208,"35"
"20-29","50-59",0.0190456272501891,0.000683763153176302,0.0374074913472019,0.0093684701565176,200,"35"
"70+","50-59",0.067677801635577,0.00918767535358331,0.126167927917571,0.0298424495262956,108,"35"
"10-19","50-59",0,0,0,0,11,"35"
"50-59","30-39",0.0113951953803276,-0.00163347723310604,0.0244238679937612,0.00664740409323953,301,"35"
"40-49","30-39",0.164315692119647,0.0991764603699431,0.229454923869351,0.0332349126124327,362,"35"
"30-39","30-39",0.585891719522206,0.534334926932566,0.637448512111845,0.0263049693751074,455,"35"
"60-69","30-39",0,0,0,0,208,"35"
"20-29","30-39",0.511856524594856,0.418407036338183,0.60530601285153,0.0476791864512771,200,"35"
"70+","30-39",0,0,0,0,108,"35"
"10-19","30-39",0.145408818770566,-0.113168974626303,0.403986612167435,0.131929869852966,11,"35"
"50-59","40-49",0.0792549427298184,0.0429235277764802,0.115586357683157,0.0185367768183068,301,"35"
"40-49","40-49",0.482932789707923,0.411223594501331,0.554641984914516,0.0365869963796405,362,"35"
"30-39","40-49",0.301042594092094,0.249142606334635,0.352942581849553,0.0264800721680803,455,"35"
"60-69","40-49",0,0,0,0,208,"35"
"20-29","40-49",0.0399239750226501,0.00939275557171261,0.0704551944735876,0.0155774390201881,200,"35"
"70+","40-49",0,0,0,0,108,"35"
"10-19","40-49",0.0458459280207281,-0.0447494370220509,0.136441293063507,0.0462229743798273,11,"35"
"50-59","20-29",0,0,0,0,301,"35"
"40-49","20-29",0.013262513274854,0.00031620301940955,0.0262088235302985,0.00660538170984944,362,"35"
"30-39","20-29",0.0594830847363056,0.0321272158194251,0.0868389536531861,0.0139573324472593,455,"35"
"60-69","20-29",0,0,0,0,208,"35"
"20-29","20-29",0.428633845152714,0.338510818225135,0.518756872080293,0.0459819811172338,200,"35"
"70+","20-29",0,0,0,0,108,"35"
"10-19","20-29",0.698869715077213,0.394135150529925,1.0036042796245,0.155479675622101,11,"35"
"50-59","70+",0.0636171963799432,0.0216738879962947,0.105560504763592,0.0214000403652781,301,"35"
"40-49","70+",0.00710101460840924,-4.12939816979204e-05,0.0142433231985164,0.00364410195618123,362,"35"
"30-39","70+",0,0,0,0,455,"35"
"60-69","70+",0.303041567146912,0.217768754329792,0.388314379964032,0.0435073366091116,208,"35"
"20-29","70+",0,0,0,0,200,"35"
"70+","70+",0.878323488326638,0.810761559254445,0.945885417398832,0.0344710053884222,108,"35"
"10-19","70+",0,0,0,0,11,"35"
"50-59","10-19",0,0,0,0,301,"35"
"40-49","10-19",0,0,0,0,362,"35"
"30-39","10-19",0.00120754901099068,-0.00116817795832793,0.0035832759803093,0.00121212786972518,455,"35"
"60-69","10-19",0,0,0,0,208,"35"
"20-29","10-19",0.000540027979591196,-0.000524454261819193,0.00160451022100159,0.000543113164224899,200,"35"
"70+","10-19",0,0,0,0,108,"35"
"10-19","10-19",0.109875538131492,-0.0933177574807817,0.313068833743766,0.103671953778251,11,"35"
"50-59","60-69",0.304339992491703,0.226400476063087,0.382279508920318,0.0397657901080798,200,"41"
"40-49","60-69",0.0275445467256307,0.00617445970878296,0.0489146337424784,0.0109033059716465,258,"41"
"30-39","60-69",0.0034165429312144,-0.00134955606523347,0.00818264192766227,0.00243172784502279,272,"41"
